City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Ponta Do Sol,PT,2021-08-08 21:03:47,32.6667,-17.1,71.01,77,29,3.78
295,Joshimath,IN,2021-08-08 21:05:10,30.5667,79.5667,70.68,89,100,1.14
296,Umm Lajj,SA,2021-08-08 21:07:48,25.0213,37.2685,91.47,42,0,8.25
297,Carayao,PY,2021-08-08 21:07:49,-25.1833,-56.4,84.36,29,25,6.04
298,Eskil,TR,2021-08-08 21:07:49,38.4017,33.4131,71.8,55,77,9.86
299,Catalina Foothills,US,2021-08-08 21:07:49,32.2979,-110.9187,100.71,37,1,5.01
300,Labrea,BR,2021-08-08 21:07:50,-7.2586,-64.7981,97.54,22,22,2.17
301,Provideniya,RU,2021-08-08 21:05:03,64.3833,-173.3,46.51,81,90,11.18
302,Sarangani,PH,2021-08-08 21:07:50,5.4033,125.4636,81.39,69,98,2.8
303,Hamilton,US,2021-08-08 21:05:55,39.1834,-84.5333,92.75,54,20,1.99
304,Corbelia,BR,2021-08-08 21:07:50,-24.7989,-53.3067,68.45,51,1,5.1
305,Ichinohe,JP,2021-08-08 21:07:51,40.2069,141.3017,70.36,99,100,5.46
306,Arbuzynka,UA,2021-08-08 21:07:51,47.9097,31.3196,66.38,66,0,9.13
307,Morant Bay,JM,2021-08-08 21:07:51,17.8815,-76.4093,86.67,67,8,11.56
308,Ruyigi,BI,2021-08-08 21:07:52,-3.45,30.3167,67.71,53,100,2.1
309,Channel-Port Aux Basques,CA,2021-08-08 21:07:52,47.5702,-59.1367,64.08,70,1,14.88
310,Rudbar,AF,2021-08-08 21:07:52,30.15,62.6,87.91,16,0,10.04
311,Ippy,CF,2021-08-08 21:07:52,6.2679,21.2247,66.7,92,75,3.56
312,Kamaishi,JP,2021-08-08 21:06:10,39.2667,141.8833,76.64,98,100,9.57
313,Karratha,AU,2021-08-08 21:07:53,-20.7377,116.8463,66.69,58,49,4.9
314,Illapel,CL,2021-08-08 21:07:53,-31.6308,-71.1653,54.16,68,97,4.88
315,Bowen,AU,2021-08-08 21:07:53,-20.0167,148.2333,61.21,88,6,10.0
316,Norman Wells,CA,2021-08-08 21:03:41,65.282,-126.8329,52.38,60,100,6.22
317,Ipixuna,BR,2021-08-08 21:05:38,-1.7625,-48.8043,87.75,64,60,4.63
318,Buraydah,SA,2021-08-08 21:07:54,26.326,43.975,93.43,13,97,9.22
319,Boende,CD,2021-08-08 21:07:54,-0.2167,20.8667,75.4,69,59,0.89
320,Severo-Kurilsk,RU,2021-08-08 21:03:55,50.6789,156.125,55.2,87,40,12.97
321,Marsh Harbour,BS,2021-08-08 21:07:54,26.5412,-77.0636,83.88,70,23,8.5
322,Bathsheba,BB,2021-08-08 21:04:37,13.2167,-59.5167,84.81,70,20,21.85
323,Chardara,KZ,2021-08-08 21:07:55,41.2547,67.9692,80.22,28,0,12.17
324,Flinders,AU,2021-08-08 21:05:13,-34.5833,150.8552,49.17,84,100,5.97
325,Margate,GB,2021-08-08 21:03:57,51.3813,1.3862,62.31,80,17,3.0
326,Tezu,IN,2021-08-08 21:05:36,27.9167,96.1667,77.11,99,100,1.21
327,Kharan,PK,2021-08-08 21:07:55,28.5833,65.4167,88.29,11,0,5.57
328,Ashland,US,2021-08-08 21:07:56,40.8167,-82.2665,87.03,55,16,7.63
329,Segou,ML,2021-08-08 21:07:56,13.4317,-6.2157,85.19,54,86,4.32
330,Necochea,AR,2021-08-08 21:07:33,-38.5473,-58.7368,48.4,61,100,7.61
331,Kassiopi,GR,2021-08-08 21:07:56,39.7886,19.9186,78.44,60,0,3.51
332,Mafinga,TZ,2021-08-08 21:07:57,-7.25,35.0667,68.14,47,10,3.58
333,Oksfjord,NO,2021-08-08 21:07:57,70.2396,22.3479,68.92,67,66,11.32
334,Outjo,NA,2021-08-08 21:07:57,-20.1167,16.15,60.15,23,29,3.18
335,Dinard,FR,2021-08-08 21:07:57,48.6314,-2.0614,62.01,82,0,8.05
336,Sakakah,SA,2021-08-08 21:05:13,29.9697,40.2064,92.82,14,0,3.33
337,Luderitz,NA,2021-08-08 21:03:51,-26.6481,15.1594,55.65,85,90,6.8
338,Aksarka,RU,2021-08-08 21:05:48,66.5606,67.7975,51.89,66,100,12.68
339,Mulanur,IN,2021-08-08 21:07:58,10.7667,77.7167,78.03,74,95,16.06
340,Mount Gambier,AU,2021-08-08 21:02:58,-37.8333,140.7667,44.8,78,100,7.92
341,Vestmanna,FO,2021-08-08 21:07:58,62.1564,-7.1664,49.12,100,90,9.22
342,Chiredzi,ZW,2021-08-08 21:07:59,-21.05,31.6667,62.64,54,0,2.46
343,Lindi,TZ,2021-08-08 21:07:59,-10.0,39.7167,67.64,89,8,4.21
344,Izhma,RU,2021-08-08 21:07:59,65.0083,53.9113,45.23,94,65,3.71
345,Tigre,AR,2021-08-08 21:08:00,-34.426,-58.5796,48.31,90,90,12.66
346,Arman,RU,2021-08-08 21:08:00,59.7,150.1667,59.61,61,6,7.65
347,Kidal,ML,2021-08-08 21:08:00,18.4411,1.4078,85.14,43,51,13.96
348,Vila Velha,BR,2021-08-08 21:01:49,-20.3297,-40.2925,69.39,78,8,7.81
349,Bhimunipatnam,IN,2021-08-08 21:07:09,17.8833,83.4333,83.71,80,97,7.47
350,Kloulklubed,PW,2021-08-08 21:08:01,7.0419,134.2556,81.99,77,100,13.18
351,Aitape,PG,2021-08-08 21:08:01,-3.1374,142.3475,76.53,87,89,5.88
352,San Antonio,US,2021-08-08 21:07:34,29.4241,-98.4936,97.36,53,40,13.8
353,Adrar,MR,2021-08-08 21:04:21,20.5022,-10.0711,91.29,15,10,11.25
354,Haines Junction,CA,2021-08-08 21:08:01,60.7522,-137.5108,59.4,59,100,10.38
355,Moindou,NC,2021-08-08 21:08:02,-21.6924,165.677,66.15,55,79,11.88
356,Igarka,RU,2021-08-08 21:08:02,67.4667,86.5833,53.26,73,0,4.12
357,Luba,GQ,2021-08-08 21:08:02,3.4568,8.5547,76.19,85,100,3.42
358,Mirnyy,RU,2021-08-08 21:08:03,62.5353,113.9611,54.05,89,86,1.92
359,Aguadilla,PR,2021-08-08 21:08:03,18.4275,-67.1541,87.58,76,40,5.99
360,Izhmorskiy,RU,2021-08-08 21:08:03,56.194,86.6414,57.33,92,2,3.24
361,Bintulu,MY,2021-08-08 21:08:03,3.1667,113.0333,77.77,89,100,3.4
362,Saint-Pierre,RE,2021-08-08 21:05:57,-21.3393,55.4781,67.68,70,0,4.61
363,Mareeba,AU,2021-08-08 21:04:07,-17.0,145.4333,65.12,92,27,2.39
364,Maceio,BR,2021-08-08 21:08:04,-9.6658,-35.7353,72.84,88,75,8.05
365,Chabahar,IR,2021-08-08 21:08:04,25.2919,60.643,81.88,84,12,11.07
366,Chokurdakh,RU,2021-08-08 21:04:09,70.6333,147.9167,60.15,54,44,13.02
367,Kahului,US,2021-08-08 21:05:31,20.8947,-156.47,86.02,56,20,19.57
368,Ukiah,US,2021-08-08 21:05:05,39.1502,-123.2078,100.53,28,1,6.91
369,Tucupita,VE,2021-08-08 21:08:05,9.0622,-62.051,80.94,88,100,3.91
370,Olinda,BR,2021-08-08 21:08:05,-8.0089,-34.8553,76.73,78,40,10.36
371,Chacabuco,AR,2021-08-08 21:07:47,-34.6417,-60.4739,41.81,91,100,18.72
372,Praia,CV,2021-08-08 21:03:42,14.9215,-23.5087,79.34,83,40,4.61
373,Elat,IL,2021-08-08 21:08:05,29.5581,34.9482,89.29,41,0,7.65
374,Half Moon Bay,US,2021-08-08 21:04:28,37.4636,-122.4286,94.8,68,1,1.01
375,Broken Hill,AU,2021-08-08 21:08:06,-31.95,141.4333,46.27,66,0,5.82
376,Agadez,NE,2021-08-08 20:59:47,19.75,10.25,94.87,24,80,11.79
377,Kushima,JP,2021-08-08 21:08:06,31.4583,131.2333,78.69,85,54,14.38
378,Itacoatiara,BR,2021-08-08 21:08:06,-3.1431,-58.4442,91.18,41,14,2.46
379,Constitucion,CL,2021-08-08 21:08:07,-35.3333,-72.4167,51.84,61,100,3.13
380,Saint-Honore,CA,2021-08-08 21:08:07,48.5334,-71.0824,75.58,43,97,2.44
381,Estelle,US,2021-08-08 21:03:49,29.8458,-90.1067,94.05,71,90,1.01
382,Tiarei,PF,2021-08-08 21:05:45,-17.5333,-149.3333,84.22,75,15,11.07
383,Canchungo,GW,2021-08-08 21:08:07,12.0672,-16.0333,76.26,91,100,5.1
384,The Pas,CA,2021-08-08 21:04:18,53.8251,-101.2541,72.72,55,79,8.55
385,Leo,BF,2021-08-08 21:08:08,11.1,-2.1,74.5,90,82,7.49
386,Kirakira,SB,2021-08-08 21:08:08,-10.4544,161.9205,79.21,83,53,6.13
387,Starkville,US,2021-08-08 21:06:39,33.4504,-88.8184,92.79,57,1,4.61
388,Kathmandu,NP,2021-08-08 21:05:08,27.7167,85.3167,71.82,100,75,2.3
389,Ancud,CL,2021-08-08 21:03:28,-41.8697,-73.8203,51.42,71,12,2.15
390,Ambon,ID,2021-08-08 21:05:55,-3.6954,128.1814,78.13,83,100,8.28
391,Hualmay,PE,2021-08-08 21:08:09,-11.0964,-77.6139,65.32,75,35,13.8
392,Oda,JP,2021-08-08 21:08:09,35.1833,132.5,79.18,91,100,17.6
393,Conde,BR,2021-08-08 21:05:26,-7.2597,-34.9075,76.46,83,75,8.05
394,San Jeronimo,PE,2021-08-08 21:08:09,-11.9472,-75.2829,65.5,23,2,7.2
395,Paamiut,GL,2021-08-08 20:59:52,61.994,-49.6678,43.09,90,100,8.16
396,Brumado,BR,2021-08-08 21:08:10,-14.2036,-41.6653,64.62,87,100,2.01
397,Nanga Eboko,CM,2021-08-08 21:08:10,4.6833,12.3667,68.0,98,92,4.68
398,Batagay-Alyta,RU,2021-08-08 21:08:10,67.8006,130.4114,65.34,40,19,1.5
399,Mmabatho,ZA,2021-08-08 21:08:11,-25.85,25.6333,56.12,26,0,8.3
400,Peruibe,BR,2021-08-08 21:08:11,-24.32,-46.9983,63.1,91,1,2.89
401,Yerbogachen,RU,2021-08-08 21:08:11,61.2767,108.0108,48.42,63,2,2.08
402,Qasigiannguit,GL,2021-08-08 21:08:11,68.8193,-51.1922,44.85,93,100,9.15
403,Souillac,MU,2021-08-08 21:04:29,-20.5167,57.5167,68.36,88,100,17.9
404,Gundlupet,IN,2021-08-08 21:08:12,11.8,76.6833,69.53,93,86,7.27
405,Kitimat,CA,2021-08-08 21:08:12,54.0524,-128.6534,68.92,68,86,1.99
406,Podolinec,SK,2021-08-08 21:08:12,49.2587,20.536,67.68,95,99,2.42
407,Omboue,GA,2021-08-08 21:08:13,-1.5746,9.2618,73.54,85,86,7.2
408,Hovd,MN,2021-08-08 21:08:13,48.0056,91.6419,60.46,56,63,2.42
409,Nuuk,GL,2021-08-08 21:05:29,64.1835,-51.7216,45.21,87,75,8.05
410,Vestmannaeyjar,IS,2021-08-08 21:05:22,63.4427,-20.2734,56.5,81,76,8.1
411,Tessalit,ML,2021-08-08 21:05:29,20.1986,1.0114,89.85,30,98,13.67
412,Pacific Grove,US,2021-08-08 21:05:15,36.6177,-121.9166,91.02,74,20,4.0
413,Menongue,AO,2021-08-08 21:08:14,-14.6585,17.691,57.99,22,36,5.21
414,San Jose,US,2021-08-08 21:05:56,37.3394,-121.895,94.87,41,75,10.36
415,Lotofaga,WS,2021-08-08 21:08:14,-13.9764,-171.8578,81.46,78,83,18.5
416,Shenjiamen,CN,2021-08-08 21:08:14,29.9576,122.298,77.49,81,38,2.01
417,Lincoln,US,2021-08-08 21:07:54,40.8,-96.667,92.01,55,1,9.22
418,Lasa,IT,2021-08-08 21:08:15,46.6166,10.7002,62.51,93,28,2.19
419,Ndungu,TZ,2021-08-08 21:08:15,-4.3667,38.05,66.43,81,15,1.21
420,Aswan,EG,2021-08-08 21:05:21,24.0934,32.907,96.19,13,0,8.28
421,Baiyin,CN,2021-08-08 21:08:16,36.5583,104.2081,62.37,58,11,0.83
422,Banjar,ID,2021-08-08 21:04:11,-8.19,114.9675,78.66,85,91,2.26
423,Galle,LK,2021-08-08 21:08:16,6.0367,80.217,77.76,87,93,11.81
424,Caravelas,BR,2021-08-08 21:05:55,-17.7125,-39.2481,68.67,81,1,6.24
425,Bonao,DO,2021-08-08 21:08:16,18.9369,-70.4092,76.98,57,23,6.29
426,Tuma,RU,2021-08-08 21:08:17,55.148,40.5537,70.03,56,100,1.72
427,Hambantota,LK,2021-08-08 21:04:59,6.1241,81.1185,78.53,83,90,17.56
428,Okha,RU,2021-08-08 21:08:17,53.5739,142.9478,53.73,74,16,3.02
429,Nadym,RU,2021-08-08 21:08:17,65.5333,72.5167,54.66,87,6,17.56
430,Tahta,EG,2021-08-08 21:04:16,26.7693,31.5021,92.64,18,0,7.43
431,Bandarbeyla,SO,2021-08-08 21:03:46,9.4942,50.8122,76.05,85,74,30.22
432,Hammerfest,NO,2021-08-08 21:08:18,70.6634,23.6821,68.45,45,0,9.22
433,Evanston,US,2021-08-08 21:08:18,42.0411,-87.6901,91.78,53,40,3.0
434,Allapalli,IN,2021-08-08 21:08:18,19.4167,80.0667,78.51,85,65,2.01
435,Potenza,IT,2021-08-08 21:08:19,40.6443,15.8086,80.64,42,99,6.96
436,Sur,OM,2021-08-08 21:08:19,22.5667,59.5289,88.0,59,5,14.45
437,Victor Harbor,AU,2021-08-08 21:08:19,-35.5667,138.6167,53.91,72,69,8.41
438,Smithers,CA,2021-08-08 21:05:07,54.7804,-127.1743,77.36,39,19,4.21
439,Melfi,IT,2021-08-08 21:08:20,40.9965,15.6514,83.23,40,100,7.94
440,San Patricio,US,2021-08-08 21:04:39,28.017,-97.5169,95.41,51,27,19.13
441,Ponta Delgada,PT,2021-08-08 21:05:31,37.7333,-25.6667,72.32,88,40,11.5
442,Valday,RU,2021-08-08 21:08:20,57.9747,33.2525,58.24,92,100,3.78
443,Todos Santos,MX,2021-08-08 21:06:55,23.45,-110.2167,96.01,74,35,9.22
444,Zabol,AF,2021-08-08 21:08:21,32.25,67.25,71.44,16,40,2.93
445,Port-Gentil,GA,2021-08-08 21:03:52,-0.7193,8.7815,75.27,82,36,11.74
446,Mehamn,NO,2021-08-08 21:08:21,71.0357,27.8492,62.55,59,0,9.22
447,Najran,SA,2021-08-08 21:07:15,17.4924,44.1277,85.71,20,53,2.15
448,Davila,PH,2021-08-08 21:05:32,18.4726,120.5763,81.25,82,100,14.83
449,Langsa,ID,2021-08-08 21:08:22,4.4683,97.9683,74.89,95,100,1.68
450,Casper,US,2021-08-08 21:03:29,42.8666,-106.3131,90.5,18,1,11.01
451,Coihaique,CL,2021-08-08 21:04:01,-45.5752,-72.0662,39.15,88,29,4.27
452,Tura,IN,2021-08-08 21:08:22,25.5198,90.2201,75.07,98,96,5.82
453,Labuhan,ID,2021-08-08 21:05:04,-6.8844,112.2051,77.29,89,51,8.9
454,Xiaoshi,CN,2021-08-08 21:08:22,41.2971,124.1209,66.22,80,7,2.95
455,Kikwit,CD,2021-08-08 21:08:23,-5.041,18.8162,79.56,36,6,0.6
456,Vung Tau,VN,2021-08-08 21:05:53,10.346,107.0843,81.07,84,26,12.19
457,Bagan,RU,2021-08-08 21:08:23,54.1001,77.6646,60.67,84,92,5.5
458,Prado,BR,2021-08-08 21:05:35,-17.3411,-39.2208,70.2,77,14,8.48
459,Antalaha,MG,2021-08-08 21:08:23,-14.9003,50.2788,67.41,85,30,6.44
460,Akranes,IS,2021-08-08 21:08:23,64.3218,-22.0749,62.82,76,100,5.95
461,Champerico,GT,2021-08-08 21:05:34,14.3,-91.9167,87.28,77,90,6.51
462,Jalu,LY,2021-08-08 21:08:24,29.0331,21.5482,89.67,21,0,8.32
463,Delta Del Tigre,UY,2021-08-08 21:08:24,-34.7633,-56.3853,50.41,81,90,29.93
464,Conselheiro Pena,BR,2021-08-08 21:08:24,-19.1722,-41.4722,69.93,68,59,5.39
465,Vilcun,CL,2021-08-08 21:06:12,-38.65,-72.2333,50.74,74,74,1.1
466,Tungor,RU,2021-08-08 21:08:25,53.3808,142.9564,53.42,76,44,2.46
467,Mnogovershinnyy,RU,2021-08-08 21:08:25,53.9353,139.9242,50.81,77,36,2.21
468,Aksha,RU,2021-08-08 21:08:25,50.2814,113.2867,54.57,87,100,2.17
469,Shipunovo,RU,2021-08-08 21:08:26,52.1582,82.2173,61.34,88,96,1.01
470,Korla,CN,2021-08-08 21:08:26,41.7597,86.1469,77.68,37,99,9.55
471,Moron,AR,2021-08-08 21:04:42,-34.6534,-58.6198,48.06,91,75,11.01
472,Pangnirtung,CA,2021-08-08 21:03:42,66.1451,-65.7125,47.16,60,100,5.82
473,Wairoa,NZ,2021-08-08 21:06:47,-39.0333,177.3667,41.61,87,100,23.73
474,Port Lincoln,AU,2021-08-08 21:08:27,-34.7333,135.8667,54.36,55,34,14.76
475,Ushumun,RU,2021-08-08 21:08:27,52.7833,126.5333,46.69,93,94,8.3
476,Buala,SB,2021-08-08 21:04:54,-8.145,159.5921,79.68,78,44,2.93
477,Naples,IT,2021-08-08 21:08:27,40.8333,14.25,81.75,79,0,1.01
478,Gorontalo,ID,2021-08-08 21:07:52,0.5412,123.0595,74.17,93,99,2.53
479,Benoy,TD,2021-08-08 21:08:28,8.9833,16.3199,72.16,90,99,1.16
480,Ginir,ET,2021-08-08 21:08:28,7.1333,40.7,62.26,74,84,5.37
481,Muravlenko,RU,2021-08-08 21:08:28,63.7898,74.523,61.41,73,36,10.83
482,Phonhong,LA,2021-08-08 21:08:29,18.5007,102.4166,76.82,91,100,0.63
483,Nara,JP,2021-08-08 21:08:29,34.6851,135.8049,79.88,89,100,6.04
484,Shangrao,CN,2021-08-08 21:08:24,28.4532,117.9686,77.14,81,95,3.87
485,Tecoanapa,MX,2021-08-08 21:06:36,16.5167,-98.75,86.29,66,22,11.74
486,Paez,CO,2021-08-08 21:08:29,5.1011,-73.0512,69.33,93,98,2.57
487,Steinbach,DE,2021-08-08 21:08:30,50.1667,8.5667,59.99,81,0,6.91
488,Lata,PT,2021-08-08 21:04:52,40.1629,-8.3327,61.81,89,0,2.28
489,Kupang,ID,2021-08-08 21:03:44,-10.1667,123.5833,72.95,79,7,6.85
490,Sayansk,RU,2021-08-08 21:04:35,54.1088,102.1648,50.58,58,50,1.66
491,Biograd Na Moru,HR,2021-08-08 21:08:30,43.9433,15.4519,87.76,54,55,4.21
492,Alugan,PH,2021-08-08 21:04:26,12.2188,125.4808,77.99,86,100,3.94
493,Vardo,NO,2021-08-08 21:05:18,70.3705,31.1107,60.55,80,6,7.2
494,Atagay,RU,2021-08-08 21:08:31,55.1033,99.3875,53.02,89,57,3.4
495,Rio Verde De Mato Grosso,BR,2021-08-08 21:08:31,-18.9181,-54.8442,86.54,21,10,4.59
496,Silver City,US,2021-08-08 21:08:31,32.7701,-108.2803,91.92,17,40,3.44
497,Nanakuli,US,2021-08-08 21:08:32,21.3906,-158.1547,87.75,49,75,9.22
498,Morros,BR,2021-08-08 21:08:32,-9.4467,-46.3003,81.23,31,3,5.53
499,Salalah,OM,2021-08-08 21:04:51,17.0151,54.0924,77.09,100,90,3.44
500,Belyy Yar,RU,2021-08-08 21:03:37,53.6039,91.3903,55.29,100,40,2.24
501,Masindi,UG,2021-08-08 21:08:32,1.6744,31.715,63.72,94,95,0.96
502,Cidreira,BR,2021-08-08 21:04:44,-30.1811,-50.2056,60.87,89,1,7.81
503,Barkot,IN,2021-08-08 21:08:33,30.8167,78.2,69.89,93,66,2.26
504,Havre-Saint-Pierre,CA,2021-08-08 21:08:33,50.2334,-63.5986,60.84,60,2,14.67
505,Manyana,BW,2021-08-08 21:04:22,-23.4,21.7167,60.69,21,0,8.08
506,Tombouctou,ML,2021-08-08 21:08:33,20.0,-3.0,101.32,15,14,17.6
507,Garowe,SO,2021-08-08 21:08:34,8.4054,48.4845,75.06,70,36,25.19
508,Green River,US,2021-08-08 21:08:34,41.5286,-109.4662,87.15,13,0,5.01
509,Cizre,TR,2021-08-08 21:08:34,37.3272,42.1903,89.31,28,22,3.98
510,Urucui,BR,2021-08-08 21:08:35,-7.2294,-44.5561,86.18,28,2,5.88
511,New Iberia,US,2021-08-08 21:08:35,30.0035,-91.8187,93.38,57,40,13.8
512,Manokwari,ID,2021-08-08 21:08:36,-0.8667,134.0833,77.85,76,80,4.68
513,Palmer,US,2021-08-08 21:04:04,42.1584,-72.3287,85.5,53,75,4.61
514,Berlevag,NO,2021-08-08 21:04:29,70.8578,29.0864,62.6,72,0,6.91
515,Poronaysk,RU,2021-08-08 21:08:36,49.2167,143.1167,51.66,91,100,8.41
516,Bermejo,AR,2021-08-08 21:08:36,-32.8833,-68.8,50.99,54,67,16.73
517,Usinsk,RU,2021-08-08 21:08:37,65.9939,57.5281,45.63,94,40,7.38
518,Santa Cruz,BO,2021-08-08 21:08:37,-17.8,-63.1667,87.26,39,20,26.46
519,Srednekolymsk,RU,2021-08-08 21:04:51,67.45,153.6833,61.88,48,18,3.15
520,Tateyama,JP,2021-08-08 21:08:37,34.9833,139.8667,82.42,85,81,23.58
521,Praia Da Vitoria,PT,2021-08-08 21:05:32,38.7333,-27.0667,75.45,83,75,19.01
522,Sinop,TR,2021-08-08 21:08:38,41.7711,34.8709,63.99,92,76,4.23
523,Jumla,NP,2021-08-08 21:08:38,29.2747,82.1838,62.85,98,100,0.67
524,Hearst,CA,2021-08-08 21:05:17,49.6835,-83.6665,70.65,77,86,10.63
525,Flin Flon,CA,2021-08-08 21:00:13,54.7682,-101.865,60.64,82,75,11.5
526,Roma,US,2021-08-08 21:06:17,43.2128,-75.4557,88.39,71,1,3.44
527,Uporovo,RU,2021-08-08 21:08:39,56.3109,66.2693,57.88,97,13,6.53
528,Omsukchan,RU,2021-08-08 21:04:55,62.5333,155.8,52.68,66,6,6.96
529,Rawson,AR,2021-08-08 21:08:39,-43.3002,-65.1023,48.76,45,0,7.61
530,Namibe,AO,2021-08-08 21:04:14,-15.1961,12.1522,63.91,81,43,6.55
531,Yola,NG,2021-08-08 21:08:40,9.2,12.4833,76.44,84,100,2.46
532,Galveston,US,2021-08-08 21:06:57,29.3669,-94.9669,95.22,74,20,4.0
533,North Platte,US,2021-08-08 21:06:06,41.1239,-100.7654,96.69,21,1,8.05
534,Montilla,ES,2021-08-08 21:08:40,37.5863,-4.6381,81.81,24,0,6.55
535,Nidzica,PL,2021-08-08 21:08:40,53.3605,20.4275,58.59,85,72,6.38
536,Sosua,DO,2021-08-08 21:04:23,19.7667,-70.5167,90.52,70,40,17.27
537,Puerto Montt,CL,2021-08-08 21:08:21,-41.4698,-72.9447,49.03,76,40,16.11
538,Zacualpan,MX,2021-08-08 21:08:41,21.25,-105.1667,89.71,65,40,7.65
539,Birao,CF,2021-08-08 21:08:41,10.2849,22.7882,69.98,96,100,2.95
